data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
4935768,566,NIG3298,3298,31 December 2011,2011,exact date,Battles,Armed clash,Ezza Ethnic Militia (Nigeria),,identity militias,Ezillo Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Ebonyi,Ebonyi,,Abakaliki,6.3162999,8.1169004,low,All Africa,Regional,"Ethnic tribes battle over a land dispute, 50 dead.",50,1552577524,NGA,Battles,Armed clash
4935907,566,NIG3297,3297,27 December 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,All Africa,Regional,"Following Friday prayers, a bomb detonates near a mosque causing four confirmed deaths plus injuries. Boko Haram is blamed.",4,1552577524,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
5183341,566,NIG3291,3291,25 December 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Yobe,Damaturu,,Damaturu,11.747,11.9608,high,All Africa,Regional,"Boko Haram bombs a series of churches in five cities during Christmas services, in revenge for the 29 August attack on Muslims during Eid prayers. At least 67 killed, including 43 in Madalla alone. A police station was also attacked in Damaturu.",0,1558387849,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4935996,566,NIG3293,3293,25 December 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),Christian Group (Nigeria),civilians,political militia vs civilians,Western Africa,Nigeria,Yobe,Fika,,Gadaki,11.3,11.2333,high,All Africa,Regional,"Boko Haram bombs a series of churches in five cities during Christmas services, in revenge for the 29 August attack on Muslims during Eid prayers. At least 67 killed, including 43 in Madalla alone. A police station was also attacked in Damaturu.",6,1552577524,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4935997,566,NIG3296,3296,25 December 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),Christian Group (Nigeria),civilians,political militia vs civilians,Western Africa,Nigeria,Federal Capital Territory,Gwagwalada,,Madala,9.1043997,7.2133002,high,All Africa,Regional,"Boko Haram bombs a series of churches in five cities during Christmas services, in revenge for the 29 August attack on Muslims during Eid prayers. At least 67 killed, including 43 in Madalla alone. A police station was also attacked in Damaturu.",43,1552577524,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4935998,566,NIG3295,3295,25 December 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),Christian Group (Nigeria),civilians,political militia vs civilians,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,high,All Africa,Regional,"Boko Haram bombs a series of churches in five cities during Christmas services, in revenge for the 29 August attack on Muslims during Eid prayers. At least 67 killed, including 43 in Madalla alone. A police station was also attacked in Damaturu.",6,1552577524,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4935999,566,NIG3294,3294,25 December 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),Christian Group (Nigeria),civilians,political militia vs civilians,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,All Africa,Regional,"Boko Haram bombs a series of churches in five cities during Christmas services, in revenge for the 29 August attack on Muslims during Eid prayers. At least 67 killed, including 43 in Madalla alone. A police station was also attacked in Damaturu.",6,1552577524,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
5183342,566,NIG3292,3292,25 December 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),Christian Group (Nigeria),civilians,political militia vs civilians,Western Africa,Nigeria,Yobe,Damaturu,,Damaturu,11.747,11.9608,high,All Africa,Regional,"Boko Haram bombs a series of churches in five cities during Christmas services, in revenge for the 29 August attack on Muslims during Eid prayers. At least 67 killed, including 43 in Madalla alone. A police station was also attacked in Damaturu.",6,1558387849,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4936140,566,NIG3290,3290,22 December 2011,2011,exact date,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,All Africa,Regional,Eleven Boko Haram militants are killed during a shootout with police.,11,1552577524,NGA,Battles,Armed clash
5183343,566,NIG3289,3289,22 December 2011,2011,exact date,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Yobe,Damaturu,,Damaturu,11.747,11.9608,high,All Africa,Regional,More than 50 Boko Haram militants were killed in a lengthy gun-battle in the town of Damaturu.,50,1558387849,NGA,Battles,Armed clash
4936235,566,NIG3288,3288,20 December 2011,2011,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Kaduna,Kaura,,Kagoro,9.6077995,8.3903999,high,Agence France Presse,International,An early morning raid on a small town kills five and injures five others. This town is southern Kaduna State where Christians are the majority.,5,1552577524,NGA,Violence against civilians,Attack
4936378,566,NIG3285,3285,17 December 2011,2011,exact date,Protests,Protest with intervention,Protesters (Nigeria),,protesters,Police Forces of Nigeria (1999-2015),,state forces,military vs protesters,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Agence France Presse,International,"Nigerian police fired teargas at dozens of people protesting the introduction of road toll fees in the economic capital Lagos, witnesses reported, and one said he was beaten.",0,1552577525,NGA,Protests,Protest with intervention
4936401,566,NIG3286,3286,17 December 2011,2011,exact date,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,high,Reuters,International,Police forces arrest 14 suspected members of Boko Haram following a shootout.,0,1552577525,NGA,Battles,Armed clash
4936445,566,NIG3284,3284,16 December 2011,2011,exact date,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Nigeria),,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,medium,All Africa,Regional,"Gunmen have attacked a military-run secondary school in northern, reporting two officers wounded, though a doctor said four Air Force Officers were killed. It is unclear if the students were cadets or civilians. The school was outside Kano City.",4,1552577525,NGA,Explosions/Remote violence,Shelling/artillery/missile attack
4936624,566,NIG3283,3283,13 December 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Agence France Presse,International,After a Boko Haram blast targets troops the troops react by burning homes and firing weapons indiscriminately.,0,1552577525,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4936572,566,NIG3282,3282,13 December 2011,2011,exact date,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,AFP,International,A Boko Haram blast killed at least 10 and injured 30 more. Residents accused soldiers of shooting indiscriminately and burning homes after it was realized the blast was targeted at troops. One of the bombers was killed before he was able to detonate his device. It is unclear the ratio of civilian to military deaths.,10,1552577525,NGA,Battles,Armed clash
4936755,566,NIG3280,3280,10 December 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,Agence France Presse,International,Two bombs were detonated in a crowded bar in an area of the city that is rife with ethnic and religious clashes. At least one death reported.,1,1552577525,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4936756,566,NIG3281,3281,10 December 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),Muslim Group (Nigeria),civilians,political militia vs civilians,Western Africa,Nigeria,Delta,Sapele,,Sapele,5.8941002,5.6767001,high,Agence France Presse,International,"An explosion damages a mosque in the oil producing region, however there were no deaths or injuries reported.",0,1552577525,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4936799,566,NIG3279,3279,08 December 2011,2011,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0832996,7.5332999,high,Agence France Presse,International,Hundreds of youths bussed from the southern oil region blocked an arterial highway leading to the capital Abuja to protest what they said were unkept government promises to former oil militants. A road was barricaded to prevent police from entering an area of the city.,0,1552577525,NGA,Protests,Peaceful protest
4937000,566,NIG3278,3278,04 December 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Police Forces of Nigeria (1999-2015),Military Forces of Nigeria (1999-2015),state forces,military vs political militia,Western Africa,Nigeria,Bauchi,Katagum,,Azare,11.6765,10.1948,high,Agence France Presse,International,"Suspected Islamists bombed police buildings, two banks and killed six people, injuring three others, in the volatile northern Bauchi State. Boko Haram is suspected in the attack that lasted five hours.",6,1552577525,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4937076,566,NIG3277,3277,02 December 2011,2011,exact date,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,All Africa,Regional,"Suspected Boko Haram gunmen killed two people at a wedding ceremony, including a local government official.",2,1552577525,NGA,Violence against civilians,Attack
4937083,566,NIG3275,3275,01 December 2011,2011,exact date,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),identity militias,Tiv Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Nasarawa,Lafia,,Lafia,8.4833002,8.5166998,medium,Agence France Presse,International,Fighting between Tivs and the Fulainis result in one deaths in Nassarawa State.,1,1552577525,NGA,Battles,Armed clash
4937084,566,NIG3276,3276,01 December 2011,2011,exact date,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),identity militias,Tiv Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Benue,Makurdi,,Makurdi,7.7410998,8.5121002,low,Agence France Presse,International,Fighting between Tivs and the Fulainis result in five deaths in Benue State,5,1552577525,NGA,Battles,Armed clash
4937221,566,NIG3274,3274,28 November 2011,2011,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Ahoada East,,Ahoada,5.0739999,6.6535001,high,All Africa,Regional,A lawmakers mother is kidnapped from her home. The kidnappers demand N20 million for her freedom.,0,1552577525,NGA,Violence against civilians,Abduction/forced disappearance
4937288,566,NIG3273,3273,27 November 2011,2011,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Yobe,Geidam,,Geidam,12.897,11.9304,high,Platts Commodity News,Other,"Gunmen suspected to be members of the Islamist sect Boko Haram bombed a police station, a bank and a beer parlor in northeastern Yobe state. Six churches, a shopping complex owned by a Christian and 11 cars parked near the bank were also destroyed by the assailants. Three police shot.",3,1552577526,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
