data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
5184736,566,NIG14625,14625,18 May 2019,2019,exact date,Protests,Peaceful protest,Protesters (Nigeria),Labour Group (Nigeria),protesters,,,0,sole protester action,Western Africa,Nigeria,Bauchi,Bauchi,,Bauchi,10.3134,9.8432999,high,Punch; Daily Trust (Nigeria),National,18 May. Former workers of a company protested the non-payment of their entitlements in Bauchi. [size=200],0,1558389801,NGA,Protests,Peaceful protest
5184734,566,NIG14623,14623,17 May 2019,2019,exact date,Protests,Peaceful protest,Protesters (Nigeria),Labour Group (Nigeria),protesters,,,0,sole protester action,Western Africa,Nigeria,Ekiti,Ado Ekiti,,Ado-Ekiti,7.6209998,5.2214999,high,Vanguard (Nigeria),National,17 May. Workers protested the cancellation of their contracts in Ado-Ekiti. [size=2000],0,1558389801,NGA,Protests,Peaceful protest
5184735,566,NIG14624,14624,17 May 2019,2019,exact date,Riots,Violent demonstration,Rioters (Nigeria),Labour Group (Nigeria),rioters,Military Forces of Nigeria (2015-),,state forces,military vs rioters,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,New Telegraph,National,"17 May. Truck drivers protested extortion and oppression by Navy officials at Lagos port. Property of Nigerian Navy was destroyed in the riots and Navy responded with gunshots, killing two truck drivers. [size=no report]",2,1558389801,NGA,Riots,Violent demonstration
5184729,566,NIG14618,14618,14 May 2019,2019,exact date,Protests,Peaceful protest,Protesters (Nigeria),Labour Group (Nigeria),protesters,,,0,sole protester action,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0832996,7.5332999,high,Vanguard (Nigeria),National,"14 May. The Amalgamated Union of Public Corporations, Civil Service Technical and Recreational Services Employees protested their unpaid salaries and illegal promotions at the Standard Organisation of Nigeria in Abuja and Lagos. [size=no report]",0,1558389801,NGA,Protests,Peaceful protest
5184730,566,NIG14619,14619,14 May 2019,2019,exact date,Riots,Violent demonstration,Rioters (Nigeria),,rioters,,,0,sole rioter action,Western Africa,Nigeria,Katsina,Batsari,,Batsari,12.7515,7.2447,high,Daily Trust (Nigeria); Vanguard (Nigeria),National,14 May. Youth and women in Batsari protested the recent killings in their area. The rioters burnt tyres and destroyed billboards showing the President and the local Governor. [size=hundreds],0,1558389801,NGA,Riots,Violent demonstration
5184731,566,NIG14620,14620,14 May 2019,2019,exact date,Protests,Peaceful protest,Protesters (Nigeria),Muslim Group (Nigeria); Students (Nigeria),protesters,,,0,sole protester action,Western Africa,Nigeria,Kwara,Ilorin East,,Illorin,8.5,4.5500002,high,Vanguard (Nigeria),National,14 May. Muslim students in Illorin protested the renewal of an import license granted to a cigarettes producing company situated in the campus environment. [size=no report],0,1558389801,NGA,Protests,Peaceful protest
5184732,566,NIG14621,14621,14 May 2019,2019,exact date,Protests,Peaceful protest,Protesters (Nigeria),Labour Group (Nigeria),protesters,,,0,sole protester action,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4544001,3.3919001,high,Vanguard (Nigeria),National,"14 May. The Amalgamated Union of Public Corporations, Civil Service Technical and Recreational Services Employees protested their unpaid salaries and illegal promotions at the Standard Organisation of Nigeria in Abuja and Lagos. [size=no report]",0,1558389801,NGA,Protests,Peaceful protest
5184733,566,NIG14622,14622,14 May 2019,2019,exact date,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),identity militias,Civilians (Nigeria),,civilians,communal militia vs civilians,Western Africa,Nigeria,Zamfara,Maru,,Kanoma,12.2284,6.2961998,high,Daily Post (Nigeria),National,"14 May. Zamfara militias attacked Kanoma village, killed two residents and abducted seven people.",2,1558389801,NGA,Violence against civilians,Attack
5184710,566,NIG14599,14599,13 May 2019,2019,within week,Violence against civilians,Abduction/forced disappearance,Ogwu-Aniocha Communal Militia (Nigeria),,identity militias,Civilians (Nigeria),Umudara Communal Group (Nigeria),civilians,communal militia vs civilians,Western Africa,Nigeria,Anambra,Ihiala,,Umudara,5.8516998,6.8512001,high,Sun (Nigeria),National,13 May (or around). Ogwu-Aniocha Communal Militia abducted three residents of Umudara as part of communal land conflict.,0,1558389801,NGA,Violence against civilians,Abduction/forced disappearance
5184711,566,NIG14600,14600,13 May 2019,2019,within week,Violence against civilians,Attack,Umudara Communal Militia (Nigeria),,identity militias,Civilians (Nigeria),Ogwu-Aniocha Communal Group (Nigeria),civilians,communal militia vs civilians,Western Africa,Nigeria,Anambra,Ihiala,,Umudara,5.8516998,6.8512001,high,Sun (Nigeria),National,13 May (or around). Umudara residents blocked a road to Ogwu-Aniocha to protest the abduction of three residents. Ogwu-Aniocha sent mediators that were ambushed by Umudara militias. One person killed and two injured.,1,1558389801,NGA,Violence against civilians,Attack
5184712,566,NIG14601,14601,13 May 2019,2019,exact date,Battles,Armed clash,Olo Communal Militia (Nigeria),,identity militias,Okpudu Communal Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Benue,Okpokwu,,Olo,7.0928998,7.8400002,high,New Telegraph,National,13 May. Okpudu militias attempted to rescue two youth that were abducted on May 12 and attacked Olo community. In the following armed clash four people were killed and others injured.,4,1558389801,NGA,Battles,Armed clash
5184713,566,NIG14602,14602,13 May 2019,2019,within week,Strategic developments,Non-violent transfer of territory,Military Forces of Nigeria (2015-),,state forces,Boko Haram - Wilayat Gharb Ifriqiyyah,,rebel groups,military vs rebels,Western Africa,Nigeria,Borno,Chibok,,Bamzur,10.8277,12.7928,high,Defense Post,Other,"13 May (or around). Nigerian Armed Forces and CJTF regained Mboa, Mboa-Kura, Yarchida, Bombula, Tshata and Bamzir villages from Boko Haram. No resistance from BH reported.",0,1558389801,NGA,Strategic developments,Non-violent transfer of territory
5184714,566,NIG14603,14603,13 May 2019,2019,within week,Strategic developments,Non-violent transfer of territory,Military Forces of Nigeria (2015-),,state forces,Boko Haram - Wilayat Gharb Ifriqiyyah,,rebel groups,military vs rebels,Western Africa,Nigeria,Borno,Chibok,,Bombula Bula-Fali,10.8929,12.6858,high,Defense Post,Other,"13 May (or around). Nigerian Armed Forces and CJTF regained Mboa, Mboa-Kura, Yarchida, Bombula, Tshata and Bamzir villages from Boko Haram. No resistance from BH reported.",0,1558389801,NGA,Strategic developments,Non-violent transfer of territory
5184715,566,NIG14604,14604,13 May 2019,2019,within week,Strategic developments,Non-violent transfer of territory,Military Forces of Nigeria (2015-),,state forces,Boko Haram - Wilayat Gharb Ifriqiyyah,,rebel groups,military vs rebels,Western Africa,Nigeria,Borno,Chibok,,Mbowa,10.9178,12.7748,high,Defense Post,Other,"13 May (or around). Nigerian Armed Forces and CJTF regained Mboa, Mboa-Kura, Yarchida, Bombula, Tshata and Bamzir villages from Boko Haram. No resistance from BH reported.",0,1558389801,NGA,Strategic developments,Non-violent transfer of territory
5184716,566,NIG14605,14605,13 May 2019,2019,within week,Strategic developments,Non-violent transfer of territory,Military Forces of Nigeria (2015-),,state forces,Boko Haram - Wilayat Gharb Ifriqiyyah,,rebel groups,military vs rebels,Western Africa,Nigeria,Borno,Chibok,,Mbowa-Kura,10.9461,12.7754,high,Defense Post,Other,"13 May (or around). Nigerian Armed Forces and CJTF regained Mboa, Mboa-Kura, Yarchida, Bombula, Tshata and Bamzir villages from Boko Haram. No resistance from BH reported.",0,1558389801,NGA,Strategic developments,Non-violent transfer of territory
5184717,566,NIG14606,14606,13 May 2019,2019,within week,Strategic developments,Non-violent transfer of territory,Military Forces of Nigeria (2015-),,state forces,Boko Haram - Wilayat Gharb Ifriqiyyah,,rebel groups,military vs rebels,Western Africa,Nigeria,Borno,Chibok,,Tshata,10.925,12.7508,medium,Defense Post,Other,"13 May (or around). Nigerian Armed Forces and CJTF regained Mboa, Mboa-Kura, Yarchida, Bombula, Tshata (approx. Position) and Bamzir villages from Boko Haram. No resistance from BH reported.",0,1558389801,NGA,Strategic developments,Non-violent transfer of territory
