data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
5003588,566,NIG518,518,31 December 1999,1999,exact date,Violence against civilians,Attack,OPC: Oodua Peoples Congress,,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Mushin,,Mushin,6.5263,3.3571,high,Agence France Presse,International,Vigilante OPC mob kills 5 suspected robbers,5,1552577666,NGA,Violence against civilians,Attack
5003598,566,NIG517,517,30 December 1999,1999,exact date,Battles,Armed clash,AD: Alliance for Democracy,,political militias,Mutiny of AD: Alliance for Democracy,,political militias,political militia vs political militia,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0832996,7.5332999,high,All Africa,Regional,Violence erupts between rival fractions of the AD try to take control of their local office.,0,1552577666,NGA,Battles,Armed clash
5003701,566,NIG516,516,21 December 1999,1999,exact date,Protests,Protest with intervention,Protesters (Nigeria),,protesters,Police Forces of Nigeria (1999-2015),,state forces,military vs protesters,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0832996,7.5332999,high,Agence France Presse,International,Nigerian police Tuesday used teargas to disperse thousands of workers who attempted to march to President Olusegun Obasanjos official residence to protest plans to end subsidies holding down fuel prices,0,1552577666,NGA,Protests,Protest with intervention
5003727,566,NIG515,515,20 December 1999,1999,exact date,Strategic developments,Looting/property destruction,Muslim Militia (Nigeria),,identity militias,,,0,sole communal militia action,Western Africa,Nigeria,Kwara,Ilorin East,,Illorin,8.5,4.5500002,high,Reuters News,International,Property destuction: Islamic extremists destroy 14 Christian churches following the adoption of Islamic law to the state.,0,1552577667,NGA,Strategic developments,Looting/property destruction
5003756,566,NIG514,514,16 December 1999,1999,exact date,Protests,Peaceful protest,Protesters (Nigeria),NLC: Nigeria Labour Congress,protesters,,,0,sole protester action,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,P.M. News,Subnational,1000s protested the planned hike in fuel price billed to take off next year at the Lagos state house,0,1552577667,NGA,Protests,Peaceful protest
5181338,566,NIG513,513,14 December 1999,1999,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Rivers,Eleme,,Alode,4.7849998,7.1244001,high,P.M. News,Subnational,Hundreds of women and youths from Alode blocked the only access road to the Port Harcourt Refinery Company (PHRC) to protest against alleged kidnap of four of their women,0,1557850486,NGA,Protests,Peaceful protest
5003800,566,NIG512,512,14 December 1999,1999,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Agence France Presse,International,"Around 100 armed youths suspected to belong to a radical OPC faction killed one man when they attacked the Best Hope hospital run by medical doctor Frederick Fasheun, leader of the more moderate faction of the Yoruba nationalist group the Oodua Peoples Congress (OPC)",1,1552577667,NGA,Violence against civilians,Attack
5003805,566,NIG511,511,13 December 1999,1999,exact date,Violence against civilians,Attack,OPC: Oodua Peoples Congress,,political militias,Civilians (Nigeria),Government of Nigeria (2015-),civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Reuters News,International,The governor of the city of Lagos narrowly survived an attack by OPC militants when his convoy was attacked.,0,1552577667,NGA,Violence against civilians,Attack
5003847,566,NIG510,510,08 December 1999,1999,within week,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Ajeromi-Ifelodun,,Ajegunle,6.4568,3.3415,high,P.M. News,Subnational,"Vigilante mob kills 2 men accused of being robbers in Lagos slum, site of recent unrest",2,1552577667,NGA,Violence against civilians,Attack
5003860,566,NIG508,508,06 December 1999,1999,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Lagos,Oshodi-Isolo,,Isolo,6.5292001,3.3217001,high,P.M. News,Subnational,Landlords and residents of Isolo protest the long period of blackout by NEPA (electric company) in the area,0,1552577667,NGA,Protests,Peaceful protest
5003861,566,NIG509,509,06 December 1999,1999,exact date,Violence against civilians,Abduction/forced disappearance,Opobo Youths Federation Militia,,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Akwa Ibom,Ikot Abasi,,Opobo,4.5647998,7.5478001,high,P.M. News,Subnational,Opobo youth briefly held 11 foreigners employed by the Boskalis Westminster Dredging Company Limited while attempting to further talks on a local employment quota and Environmental Impact Assessment,0,1552577667,NGA,Violence against civilians,Abduction/forced disappearance
5003883,566,NIG507,507,04 December 1999,1999,exact date,Battles,Armed clash,Ijaw Ethnic Militia (Nigeria),,identity militias,Military Forces of Nigeria (1999-2015),,state forces,military vs communal militia,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,high,Dow Jones International News; P.M. News,International,Twelve are killed in a battle between the Ijaw militia and the military as the Army and Navy conducted a house-to-house sweep for weapons in Warri.,12,1552577667,NGA,Battles,Armed clash
5003891,566,NIG506,506,03 December 1999,1999,exact date,Battles,Armed clash,Campus Cult Militia,The Eiye Confraternity,political militias,Campus Cult Militia,Black Axe Student Militia,political militias,political militia vs political militia,Western Africa,Nigeria,Lagos,Ojo,,Ojo,6.4538002,3.2059,high,Associated Press,International,two students killed in a clash between two campus cults,2,1552577667,NGA,Battles,Armed clash
5003897,566,NIG505,505,02 December 1999,1999,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Unidentified Armed Group (Nigeria),,political militias,political militia vs political militia,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Agence France Presse,International,Eight people were killed following a violent clash between residents of a Lagos shantytown and a gang of bus drivers angry at the the murder of one of their number,8,1552577667,NGA,Battles,Armed clash
5003953,566,NIG504,504,27 November 1999,1999,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Benue,Makurdi,,Makurdi,7.7410998,8.5121002,low,All Africa,Regional,Unidentified persons shoot and kill the former military governor on Benue State,1,1552577667,NGA,Violence against civilians,Attack
