data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
5183010,566,NIG6852,6852,31 December 2014,2014,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Yobe,Potiskum,,Potiskum,11.7091,11.0694,high,Xinhua,International,Seven are killed when a bomb detonates on a Potiskum bus. Perpetrators not known.,7,1558387847,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4865452,566,NIG6857,6857,31 December 2014,2014,exact date,Protests,Peaceful protest,Protesters (Nigeria),MOSOP: Movement for the Survival of the Ogoni People,protesters,,,0,sole protester action,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Vanguard (Lagos),Subnational,"Hundreds of youths from the eight local government areas that make up Rivers West senatorial district protested at the PDP headquarters in Port Harcourt in what they described as the sham primary election of the party for the senatorial district. The group, under the aegis of MOSOP, threatened to boycott an upcoming election. MOSOP held a similar protest in Port Harcourt earlier in the week.",0,1552577394,NGA,Protests,Peaceful protest
4865453,566,NIG6855,6855,31 December 2014,2014,within week,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),identity militias,Unidentified Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Plateau,Mangu,,Mongu,9.5333004,9.0832996,medium,Premium Times (Abuja),Subnational,"Four are dead following two non-consecutive days of clashes in Mangu LGA (specific locations not known) between Fulanis and a group of unnamed Mwagahvuu speaking people. The clashes occurred on or between December 31 2014 and January 2, 2015. Note: Mangu and Barakin Ladi are adjacent; each event may have been spill over from a connecting area.",2,1552577394,NGA,Battles,Armed clash
4865490,566,NIG6858,6858,31 December 2014,2014,exact date,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,rebel groups,Civilians (Nigeria),,civilians,rebels vs civilians,Western Africa,Nigeria,Borno,Kukawa,,Malari,13.0023,13.3632,high,Vanguard (Lagos),Subnational,Suspected Boko Haram gunmen have kidnapped 40 boys and young men in Malari on New Year's Eve. The kidnapping is believed to be forces conscription into their fighting force.,0,1552577394,NGA,Violence against civilians,Abduction/forced disappearance
4865454,566,NIG6851,6851,31 December 2014,2014,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,Unidentified Armed Group (Nigeria),,political militias,military vs political militia,Western Africa,Nigeria,Gombe,Dukku,,Bolari,11.0139,11.1162,high,Xinhua,International,Soldiers shot and killed a suspected suicide bomber outside a military barracks in Bolari after she refused to be searched. The affiliation of the bomber unknown.,1,1552577394,NGA,Battles,Armed clash
4865482,566,NIG6853,6853,31 December 2014,2014,exact date,Explosions/Remote violence,Suicide bomb,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Yobe,Fune,,Maiduwa,11.4109,11.4378,high,Xinhua News,International,"A suicide bomb exploded in Maiduwa town, killing six people; the perpetrator was in the car at the time of the attack.",6,1552577394,NGA,Explosions/Remote violence,Suicide bomb
4865483,566,NIG6854,6854,31 December 2014,2014,within week,Violence against civilians,Attack,Unidentified Ethnic Militia (Nigeria),,identity militias,Civilians (Nigeria),Fulani Ethnic Group (Nigeria),civilians,communal militia vs civilians,Western Africa,Nigeria,Kogi,Lokoja,,Lokoja,7.8024001,6.743,medium,Daily Trust (Abuja),Subnational,"""Indigenes"" (possibly Bassa) attack a Fulani settlement at Ekpan-Abugi location, Kupa district of Lokoja Local Government. Several buildings damages, causalities not known. Exact date of the attack not know. Source claims the attack occurred ""recently.""",0,1552577394,NGA,Violence against civilians,Attack
4865484,566,NIG6856,6856,31 December 2014,2014,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Plateau,Mangu,,Kantoma,9.4833002,9.0500002,high,Premium Times (Abuja),Subnational,"Unidentified gunmen beheaded one person and shot dead another in Kantoma village of Mangu Local Government Area, Plateau state. Residents blame Fulani herdsmen, though authorities have not speculated as to the perpetrator.",2,1552577394,NGA,Violence against civilians,Attack
4865535,566,NIG6849,6849,30 December 2014,2014,exact date,Strategic developments,Disrupted weapons use,Military Forces of Nigeria (1999-2015),,state forces,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,rebel groups,military vs rebels,Western Africa,Nigeria,Gombe,Funakaye,,Bajoga,10.8509,11.4313,high,Daily Trust (Abuja),Subnational,A group of three suicide bombers detonate their vehicle at a security checkpoint killing only themselves. Military injuries not known.,3,1552577394,NGA,Strategic developments,Disrupted weapons use
4865530,566,NIG6850,6850,30 December 2014,2014,exact date,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,rebel groups,Civilians (Nigeria),,civilians,rebels vs civilians,Western Africa,Nigeria,Borno,Chibok,,Kautakari,10.8398,13.022,high,Daily Trust (Abuja),Subnational,"Suspected Boko Haram attack Kautakari, kills fifteen residents. Witnesses said scores of insurgents armed with rifles and petrol bombs stormed Kautakari around 7am. Kautakari is in the Chibok area.",15,1552577394,NGA,Violence against civilians,Attack
