data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
4839131,566,NIG8555,8555,31 December 2015,2015,exact date,Protests,Peaceful protest,Protesters (Nigeria),PDP: Peoples Democratic Party,protesters,,,0,sole protester action,Western Africa,Nigeria,Abia,Umuahia North,,Umuahia,5.5263,7.4896002,high,This Day (Lagos),Subnational,"Following a court ruling regarding the appeal of an APC governorship candidate on 31/12, a ruling the hurt to chances of the current PDP to maintain power, many supporters of the PDP began large protests in Umuahia and Aba, which remained ""unabated"" until at least 05/01.",0,1552577233,NGA,Protests,Peaceful protest
4839132,566,NIG8554,8554,31 December 2015,2015,exact date,Protests,Peaceful protest,Protesters (Nigeria),PDP: Peoples Democratic Party,protesters,,,0,sole protester action,Western Africa,Nigeria,Abia,Aba South,,Aba,5.1065998,7.3667002,high,This Day (Lagos),Subnational,"Following a court ruling regarding the appeal of an APC governorship candidate on 31/12, a ruling the hurt to chances of the current PDP to maintain power, many supporters of the PDP began large protests in Umuahia and Aba, which remained ""unabated"" until at least 05/01.",0,1552577233,NGA,Protests,Peaceful protest
4839241,566,NIG8553,8553,30 December 2015,2015,exact date,Riots,Mob violence,Rioters (Nigeria),Vigilante Group (Nigeria),rioters,Civilians (Nigeria),,civilians,rioters vs civilians,Western Africa,Nigeria,Delta,Isoko South,,Irri,5.4411001,6.2140002,high,Leadership (Abuja),Subnational,"A mob in Irri, Isoko south local area of Delta State attacked and stripped two women of their clothes for suspected witchcraft activities. The women were threatened with machetes including other dangerous weapons by the mob numbering over two thousand youths. No injuries reported.",0,1552577233,NGA,Riots,Mob violence
4839261,566,NIG8551,8551,29 December 2015,2015,exact date,Riots,Mob violence,Rioters (Nigeria),,rioters,Police Forces of Nigeria (2015-),,state forces,military vs rioters,Western Africa,Nigeria,Ebonyi,Ohaukwu,,Ezamgbo,6.3944998,7.9765,medium,Leadership (Abuja),Subnational,"Two police officers attached to Ebonyi State command, Amofia Ngbo in Ohaukwu local government area, were attacked by a mob and their AK-47 rifles taken away from them while in an attempt to arrest a murder suspect. Following the mob action, police, angered by the attack, began destroying property.",0,1552577233,NGA,Riots,Mob violence
4839303,566,NIG8552,8552,29 December 2015,2015,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Vanguard (Lagos),Subnational,Labours protest non-payment of contracts in Port Harcourt on 29/12.,0,1552577233,NGA,Protests,Peaceful protest
4839344,566,NIG8548,8548,28 December 2015,2015,exact date,Riots,Mob violence,Rioters (Nigeria),Vigilante Group (Nigeria),rioters,Police Forces of Nigeria (2015-),,state forces,military vs rioters,Western Africa,Nigeria,Ebonyi,Ohaukwu,,Ezamgbo,6.3944998,7.9765,medium,Premium Times,National,"Two police officers are hospitalised after they were attacked by a mob at Amofia Ngbo, Ohaukwu local government area. The officers had gone to the community to arrest a man who stabbed another man for demanding to be paid money owed to him when they were surrounded by members of the community who refused to allow them effect the arrest of the suspect.",0,1552577233,NGA,Riots,Mob violence
4839342,566,NIG8547,8547,28 December 2015,2015,exact date,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,rebel groups,Civilians (Nigeria),,civilians,rebels vs civilians,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Agence France Presse,International,"Boko Haram conduct a additional suicide attacks on a Maiduguri mosque in Sulemanti ward, a day following a series of attacks on the town. Twenty reported dead, though accounts vary, some numbering the dead as high as 40.",20,1552577233,NGA,Explosions/Remote violence,Suicide bomb
5182855,566,NIG8549,8549,28 December 2015,2015,exact date,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,rebel groups,Civilians (Nigeria),,civilians,rebels vs civilians,Western Africa,Nigeria,Adamawa,Madagali,,Madagali,10.8864,13.63,high,The Guardian,National,"Suspected Boko Haram suicide bombers attack a Madagali motor park on 28/12, killing between 30 and 50 and injuring many others. The attack occurred at 9am.",30,1558387847,NGA,Explosions/Remote violence,Suicide bomb
4839458,566,NIG8543,8543,27 December 2015,2015,exact date,Battles,Armed clash,Military Forces of Nigeria (2015-),,state forces,Boko Haram - Wilayat Gharb Ifriqiyyah,,rebel groups,military vs rebels,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,CAJ News Agency,Regional,"Nigerian forces shoot and kill seven potential suicide bombers (some reports claim 14) attempting to gain access to Maiduguri (at Aladuwari area) on 27/12. [A] Major General of the 7 Division said the militants intended to carry out massive and coordinated suicide mission through Asmari, Damboa check point, Ali Dawari, Molai Kura, Baderi, Jumari villages, all at the outskirts of Maiduguri. This follows the detonation by three of bombers at a nearby mosque, killing 25 and injuring 85. The bombers were reported to be teen-aged girls.",7,1552577233,NGA,Battles,Armed clash
4839416,566,NIG8546,8546,27 December 2015,2015,exact date,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,rebel groups,Civilians (Nigeria),,civilians,rebels vs civilians,Western Africa,Nigeria,Borno,Ngala,,Isari,12.0833,14.3,high,This Day (Lagos),Subnational,"A pair of Boko Haram suicide bombers detonate themselves near a petrol station in Isari, killing 19. It is believed the attack was in coordination with an attack on Maiduguri, 130km to the west. It was noted the attackers were female.",19,1552577233,NGA,Explosions/Remote violence,Suicide bomb
