data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
4981635,566,NIG1675,1675,27 December 2005,2005,exact date,Strategic developments,Looting/property destruction,Fighters of The Martyrs Brigade,,political militias,,,0,sole political militia action,Western Africa,Nigeria,Delta,Oshimili South,,Asaba,6.2006001,6.7339001,medium,Reuters News,International,Property destruction: Pipeline fires in set by rebel group in Delta State,0,1552577641,NGA,Strategic developments,Looting/property destruction
4981664,566,NIG1674,1674,21 December 2005,2005,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Edo,Uhunmwonde,,Ehor,6.6156001,5.9837999,high,Vanguard (Nigeria),National,Attack on pipeline in Edo State,0,1552577641,NGA,Violence against civilians,Attack
4981669,566,NIG1673,1673,20 December 2005,2005,exact date,Violence against civilians,Attack,Martyrs Brigade,,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Bonny,,Andoni River,4.4166999,7.3499999,high,Reuters News,International,Attack on pipeline in Rivers State,0,1552577641,NGA,Violence against civilians,Attack
5181310,566,NIG1672,1672,19 December 2005,2005,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Agence France Presse,International,Women protest following deadly plane crash,0,1557850486,NGA,Protests,Peaceful protest
5143766,566,NIG1671,1671,16 December 2005,2005,exact date,Protests,Excessive force against protesters,Police Forces of Nigeria (1999-2015),,state forces,Protesters (Nigeria),,protesters,military vs protesters,Western Africa,Nigeria,Lagos,Ikeja,,Ikeja,6.5942001,3.3375001,high,Vanguard (Nigeria),National,Police violently disperse women protesters in Lagos,0,1556042860,NGA,Protests,Excessive force against protesters
5181309,566,NIG1670,1670,16 December 2005,2005,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Lagos,Ikeja,,Ikeja,6.5942001,3.3375001,high,Vanguard (Nigeria),National,Women protest in Lagos after plane crash kills 107,0,1557850486,NGA,Protests,Peaceful protest
4981708,566,NIG1667,1667,15 December 2005,2005,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,high,Agence France Presse,International,Angry taxi moped drivers protest ban on women passengers,0,1552577641,NGA,Protests,Peaceful protest
4981709,566,NIG1668,1668,15 December 2005,2005,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Rivers,Eleme,,Onne,4.7244,7.1525998,high,Agence France Presse,International,Nigerian youths protest killing of their leader,0,1552577641,NGA,Protests,Peaceful protest
4981707,566,NIG1669,1669,15 December 2005,2005,exact date,Battles,Armed clash,Police Forces of Nigeria (1999-2015),,state forces,Unidentified Armed Group (Nigeria),,political militias,military vs political militia,Western Africa,Nigeria,Edo,Oredo,,Benin City,6.3351002,5.6275001,high,Vanguard (Nigeria),National,Armed men attack police officer,1,1552577641,NGA,Battles,Armed clash
4981713,566,NIG1666,1666,14 December 2005,2005,exact date,Riots,Mob violence,Police Forces of Nigeria (1999-2015),,state forces,Rioters (Nigeria),,rioters,military vs rioters,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,high,Agence France Presse,International,Clashes between Islamic police and taxi drivers over sharia ban on women passengers,0,1552577641,NGA,Riots,Mob violence
