data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
5013031,566,NIG149,149,31 December 1997,1997,exact date,Battles,Armed clash,Ife Ethnic Militia (Nigeria),,identity militias,Modakeke Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Osun,Ife East,,Ife-Ife,7.4667001,4.5667,medium,Reuters News,International,Six Modakekes were burned to death in a clash with the Ife ethnic militia. Their bodies were later recovered in the adjacent village of Otin.,6,1552577677,NGA,Battles,Armed clash
5013096,566,NIG148,148,21 December 1997,1997,exact date,Battles,Armed clash,Military Forces of Nigeria (1993-1999),,state forces,Military Forces of Nigeria (1993-1999),,state forces,military vs military,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878002,3.8964,high,The Guardian,National,Twelve army officers are arrested following a failed coup plot on the current ruler General Sani Abacha. Protests against the plot followed.,0,1552577677,NGA,Battles,Armed clash
5013160,566,NIG147,147,15 December 1997,1997,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,The Herald,National,"A Nigerian oil group takes two Britons, an American and an Australian hostage in protest over their working conditions. """,0,1552577677,NGA,Violence against civilians,Abduction/forced disappearance
5013180,566,NIG146,146,14 December 1997,1997,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Katsina,Katsina,,Katsina,12.9894,7.6005998,high,Agence France Presse,International,"Some 3,000 people demonstrated peacefully in the home town of General Shehu YarAdua, protesting his death in prison last week",0,1552577677,NGA,Protests,Peaceful protest
5013185,566,NIG145,145,13 December 1997,1997,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0832996,7.5332999,high,Voice of Nigeria; The Vanguard,National,"a bomb exploded at the Nnamdi Azikiwe International Airport, killing one",1,1552577677,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
5013184,566,NIG144,144,13 December 1997,1997,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Ondo,Ilaje,,Aiyetoro,6.1009998,4.7771001,medium,Agence France Presse,International,Five international workers from Western Geophysical were taken hostage by armed gunmen and held on a houseboat off the coast of the southwestern Ondo State due to a dispute between the oil firm and local villagers,0,1552577677,NGA,Violence against civilians,Abduction/forced disappearance
5013189,566,NIG143,143,11 December 1997,1997,exact date,Battles,Armed clash,Ife Ethnic Militia (Nigeria),,identity militias,Modakeke Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Osun,Ife East,,Ife-Ife,7.4667001,4.5667,medium,Daily Times,National,Eight are killed in continued fighting between the Ife and Modakeke during a peace meeting between the two parties.,8,1552577677,NGA,Battles,Armed clash
5013209,566,NIG142,142,07 December 1997,1997,exact date,Battles,Armed clash,Ife Ethnic Militia (Nigeria),,identity militias,Modakeke Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Osun,Ife East,,Ife-Ife,7.4667001,4.5667,medium,Radio Kudirat Nigeria,Subnational,"Communal violence continued, raising the death toll to 20",5,1552577677,NGA,Battles,Armed clash
5013218,566,NIG139,139,05 December 1997,1997,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878002,3.8964,high,Reuters News,International,A bomb intended for a military target exploded prematurely in a populated center. No injury or death reported.,0,1552577677,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
5013214,566,NIG141,141,05 December 1997,1997,exact date,Battles,Armed clash,Ife Ethnic Militia (Nigeria),,identity militias,Modakeke Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Osun,Irewole,,Modakeke,7.3832998,4.2666998,high,Xinhua News,International,"About 15 people feared dead in ethnic clashes in Osun over the past four days. Fighting continued Friday, preventing elections from going ahead",7,1552577677,NGA,Battles,Armed clash
5013213,566,NIG140,140,05 December 1997,1997,exact date,Battles,Armed clash,Ife Ethnic Militia (Nigeria),,identity militias,Modakeke Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Osun,Ife East,,Ife-Ife,7.4667001,4.5667,high,Xinhua News,International,"About 15 people feared dead in ethnic clashes in Osun over the past four days. Fighting continued Friday, preventing elections from going ahead",8,1552577677,NGA,Battles,Armed clash
5013224,566,NIG137,137,04 December 1997,1997,exact date,Battles,Armed clash,Ife Ethnic Militia (Nigeria),,identity militias,Modakeke Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Osun,Ife East,,Ife-Ife,7.4667001,4.5667,medium,Agence France Presse,International,Several buildings were destroyed by fire in communal violence including the Ife monarchs estate,0,1552577677,NGA,Battles,Armed clash
5013220,566,NIG138,138,04 December 1997,1997,exact date,Battles,Armed clash,Ijaw Ethnic Militia (Nigeria),,identity militias,Ikpokpo Communal Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,high,Reuters News,International,44 people are killed when Ijaw members attack the people of Ikpokpo village over the recent relocation of a local government headquarters.,44,1552577677,NGA,Battles,Armed clash
5013233,566,NIG135,135,02 December 1997,1997,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Reuters News,International,"A bomb packed with nails explodes as a military bus crosses an intersection wounding eight. """,0,1552577677,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
5013235,566,NIG136,136,02 December 1997,1997,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,NADECO: National Democratic Coalition Militia,,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,The Guardian,National,"An opposition group known as NADECO sets off several bombs in Lagos, no reported injuries or death. """,0,1552577677,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
5013274,566,NIG134,134,28 November 1997,1997,within week,Riots,Mob violence,Rioters (Nigeria),Students (Nigeria),rioters,Police Forces of Nigeria (1993-1999),,state forces,military vs rioters,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878002,3.8964,high,Xinhua News,International,three students seriously wounded in a clash with police at the University of Ibadan. Police were preventing students from protesting the lack if water and electricity on campus,0,1552577677,NGA,Riots,Mob violence
5013367,566,NIG133,133,15 November 1997,1997,within week,Battles,Armed clash,Bassa Ethnic Militia (Nigeria),,identity militias,Ebira Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Nasarawa,Lafia,,Lafia,8.4833002,8.5166998,medium,Reuters News; New Agency of Nigeria,International,24 are dead in a tribal conflict involving machetes; other sources reported the use of sophisiticated weapons suggesting mercenary involvement,24,1552577677,NGA,Battles,Armed clash
5013402,566,NIG132,132,12 November 1997,1997,exact date,Violence against civilians,Attack,Ekakpamre Communal Militia (Nigeria),,identity militias,Civilians (Nigeria),,civilians,communal militia vs civilians,Western Africa,Nigeria,Delta,Ughelli South,,Ekakpamre,5.5172,5.9057002,high,Reuters News,International,"Ekakpamre Communal Militia carried out their earlier threat of forced closure of the Ughelli West flow station. The community demands an improved access road and a share of 19000 bpd output that is typical of the station. """,0,1552577677,NGA,Violence against civilians,Attack
5013411,566,NIG131,131,10 November 1997,1997,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1993-1999),,state forces,military vs political militia,Western Africa,Nigeria,Ondo,Akure South,,Akure,7.2526002,5.1931,high,Daily Times,National,A police officer was shot and killed by armed robbers in Akure.,1,1552577677,NGA,Battles,Armed clash
5013415,566,NIG130,130,09 November 1997,1997,exact date,Battles,Armed clash,Modakeke Ethnic Militia (Nigeria),,identity militias,Ife Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,medium,The National Concord,National,12 dead and 10 injured in renewed fighting between Ife and Modakeke communities,12,1552577677,NGA,Battles,Armed clash
5013421,566,NIG129,129,08 November 1997,1997,exact date,Battles,Armed clash,Ijaw Ethnic Militia (Nigeria),,identity militias,Itsekiri Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,high,Reuters News,International,"A group of Ijaws have vandalized a oil flow station in Warri during ethnic clashes with the Itsekiri""",0,1552577677,NGA,Battles,Armed clash
5013431,566,NIG128,128,06 November 1997,1997,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1993-1999),,state forces,military vs political militia,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Daily Times,National,A group of armed robbers kill four police officers in Lagos.,4,1552577678,NGA,Battles,Armed clash
5013439,566,NIG126,126,05 November 1997,1997,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Nembe,,Nembe,4.5394001,6.4003,high,Reuters News,International,Fresh fighting in Nigerias oil producing Niger delta has forced oil giant Royal Dutch Shell Group to cut Nigerian oil output by more than 10 percent. This follows an attack by armed youths on the Nembe Creek Oil facility.,0,1552577678,NGA,Violence against civilians,Attack
