data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
4951502,566,NIG2941,2941,31 December 2010,2010,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),Military Forces of Nigeria (1999-2015),civilians,political militia vs civilians,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0832996,7.5332999,high,Agence France Presse,International,"A bomb went off at a market on the edge of a military barracks in the Nigerian capital Abuja on New Years Eve. The bomb killed at least four and injured at least 26 more more, including civilians and off-duty military personnel.",4,1552577542,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4951509,566,NIG2939,2939,30 December 2010,2010,exact date,Violence against civilians,Attack,NURTW: National Union of Road Transport Workers,,political militias,Civilians (Nigeria),NURTW: National Union of Road Transport Workers,civilians,political militia vs civilians,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878002,3.8964,high,Dow Jones,International,"A national transport union leader was shot dead Thursday. Abdul Lateef Salako, who led a faction of the National Union of Road Transport Workers in Oyo, was allegedly shot by members of a rival group within the union.",1,1552577542,NGA,Violence against civilians,Attack
4951531,566,NIG2940,2940,30 December 2010,2010,exact date,Violence against civilians,Attack,NURTW: National Union of Road Transport Workers,,political militias,Civilians (Nigeria),PDP: Peoples Democratic Party,civilians,political militia vs civilians,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878002,3.8964,low,All Africa,Regional,"Two supporters of the Senate Leader, Teslim Folarin, were killed, allegedly by a faction within the NURTW. Two other supporters of Senator Folarin were injured in the shoot-out.",2,1552577542,NGA,Violence against civilians,Attack
5109034,566,NIG2937,2937,29 December 2010,2010,exact date,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Reuters,International,"A radical Islamist sect conducted four separate targeted attacks on civilians in Maiduguri, killing all four.",4,1554377325,NGA,Violence against civilians,Attack
4951575,566,NIG2933,2933,29 December 2010,2010,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),PDP: Peoples Democratic Party,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.9246998,6.2642002,high,Reuters,International,Bombs hit a political rally in a southern Nigerian city. The rally was being staged by a governorship aspirant from the ruling Peoples Democratic Party (PDP).,0,1552577542,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4951544,566,NIG2931,2931,29 December 2010,2010,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),HRJPF: Human Rights Justice and Peace Foundation,civilians,political militia vs civilians,Western Africa,Nigeria,Abia,Aba South,,Aba,5.1065998,7.3667002,high,Agence France Presse,International,Gunmen have shot dead a Nigerian human rights campaigner in the oil state of Abia. The victim had taken up issues against corruption and rights abuses in his native state which is notorious for kidnappings and robberies.,1,1552577542,NGA,Violence against civilians,Attack
4951543,566,NIG2938,2938,29 December 2010,2010,within week,Riots,Mob violence,Rioters (Nigeria),PDP: Peoples Democratic Party,rioters,Civilians (Nigeria),PDP: Peoples Democratic Party,civilians,rioters vs civilians,Western Africa,Nigeria,Nasarawa,Lafia,,Lafia,8.4833002,8.5166998,high,Daily Independent (Lagos),Subnational,"Upon the late arrival of voting materials a group of PDP supporters threw stones at members of the PDP leadership, believing they were being marginalized in an upcoming primary election. Soldiers responded by dispersing the mob. Note: date not entirely known - the source alludes to activity (in several areas) on ""Wednesday last week"" though it is not entirely clear if the event in Lafia did indeed occur on this date.",0,1552577542,NGA,Riots,Mob violence
4951572,566,NIG2932,2932,29 December 2010,2010,exact date,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Reuters,International,A radical Islamist sect attacked a police patrol in Maiduguri. The attack was carried out by suspected Boko Haram members who burnt down the patrol van and exchanged fire with surviving officers.,0,1552577542,NGA,Battles,Armed clash
4951620,566,NIG2930,2930,28 December 2010,2010,exact date,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),Police Forces of Nigeria (1999-2015),civilians,political militia vs civilians,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Agence France Presse,International,"In an attack in Zinnari area of the city, gunmen suspected to be members of Boko Haram shot and killed a retired police officer, while two civilians in his company were injured.",1,1552577542,NGA,Violence against civilians,Attack
5021540,566,NIG2929,2929,28 December 2010,2010,exact date,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Agence France Presse,International,In an attack in the Bulunkutu neighbourhood of Maiduguri gunmen believed to be Boko Haram sect members shot and killed a policeman and injured a civilian,1,1553544834,NGA,Battles,Armed clash
4951676,566,NIG2928,2928,26 December 2010,2010,exact date,Riots,Violent demonstration,Rioters (Nigeria),,rioters,Police Forces of Nigeria (1999-2015),,state forces,military vs rioters,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,Agence France Presse,International,"At least two houses burned in the Nigerian city of Jos amid outbursts of violent rioting, and smoke could be seen coming from another area amid tensions following Christmas Eve bomb attacks that left dozens dead. The unrest was attributed to youth gangs; security forces were deployed to restore calm.",0,1552577542,NGA,Riots,Violent demonstration
4951708,566,NIG2927,2927,26 December 2010,2010,exact date,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),identity militias,Berom Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,Agence France Presse,International,"Clashes broke out between rival youth gangs in Jos following Christmas Eve attacks, killing one member.",1,1552577542,NGA,Battles,Armed clash
4951736,566,NIG2925,2925,24 December 2010,2010,exact date,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),Christian Group (Nigeria),civilians,political militia vs civilians,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Agence France Presse,International,"Suspected Islamist sect members of Boko Haram attacked a church during Christmas Eve services in northern Nigeria on Friday, but were repelled by the military after a gun battle and no worshippers were killed.",0,1552577542,NGA,Violence against civilians,Attack
4951737,566,NIG2923,2923,24 December 2010,2010,exact date,Riots,Violent demonstration,Rioters (Nigeria),,rioters,,,0,sole rioter action,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,Agence France Presse,International,"Following a series of explosions in the city, police sought to calm the situation after residents reported that a gang of youths had barricaded a road leading to an area where one blast occurred and had set about five vehicles ablaze.",0,1552577542,NGA,Riots,Violent demonstration
4951787,566,NIG2922,2922,24 December 2010,2010,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,Agence France Presse,International,"In a separate series of explosions, homemade devices killed at least 24 in a second location in Jos, and injured a further 74. Boko Haram later claimed responsibility.",24,1552577542,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4951789,566,NIG2926,2926,24 December 2010,2010,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Plateau,Jos North,,Gada Biu,9.9294004,8.8705997,high,Reuters,International,An explosion killed at least 8 people and wounded red dozens more in a village near the central Nigerian city of Jos. Boko Haram later claimed responsibility.,8,1552577542,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4951779,566,NIG2924,2924,24 December 2010,2010,exact date,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Civilians (Nigeria),Protestant Christian Group (Nigeria),civilians,political militia vs civilians,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Agence France Presse,International,"In a separate attack on a Baptist church in Alamderi area, five worshippers including a pastor of the church were killed by gunmen suspected to be members of Boko Haram",6,1552577542,NGA,Violence against civilians,Attack
4951781,566,NIG2920,2920,24 December 2010,2010,exact date,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Agence France Presse,International,"Suspected Islamist sect members of Boko Haram attacked a church during Christmas Eve services in northern Nigeria on Friday, but were repelled by the military after a gun battle and no worshippers were killed.",0,1552577542,NGA,Battles,Armed clash
4951780,566,NIG2921,2921,24 December 2010,2010,exact date,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Private Security Forces (Nigeria),,external/other forces,political militia vs other,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Agence France Presse,International,"Suspected Islamist sect members of Boko Haram attacked a third church during Christmas Eve services in northern Nigeria, killing one private security officer.",1,1552577542,NGA,Battles,Armed clash
4952150,566,NIG2919,2919,12 December 2010,2010,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015) Joint Task Force,,state forces,Unidentified Armed Group (Nigeria),,political militias,military vs political militia,Western Africa,Nigeria,Abia,Aba South,,Aba,5.1065998,7.3667002,high,Agence France Presse,International,"Nigerias special joint military force has killed an alleged kidnapper blamed for a series of abductions of workers and other crimes in southern Abia State. Obioma Nwankwo, otherwise known as Osisikankwu, was killed during a shootout between his gang and the JTF.",1,1552577543,NGA,Battles,Armed clash
4952185,566,NIG2918,2918,11 December 2010,2010,exact date,Strategic developments,Non-violent transfer of territory,Unidentified Armed Group (Nigeria),,political militias,Military Forces of Nigeria (1999-2015) Joint Task Force,,state forces,military vs political militia,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,low,Reuters,International,"A former Nigerian militant leader handed eight camps in the Niger Delta to the military over the weekend, part of efforts to prevent new gangs emerging in the oil region after last years amnesty.",0,1552577543,NGA,Strategic developments,Non-violent transfer of territory
4952244,566,NIG2917,2917,09 December 2010,2010,exact date,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Agence France Presse,International,"Gunmen suspected of belonging to a radical Islamic sect, Boko Haram, launched an attack on a military patrol, burning a military vehicle. Scores of gunmen stormed the neighbourhood where the patrol team was stationed and opened fire on soldiers. The soldiers fired back, resulting in a shootout that lasted for about two hours. One attacker was shot and captured.",0,1552577543,NGA,Battles,Armed clash
